Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Total Claim Amount,Policy Type,Vehicle Class,Customer,State,Customer Lifetime Value,Education,Gender,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Total Claim Amount,Vehicle Class
XV21647,California,female,High School or Below,803645.03%,0.0,112.0,1/0/00,Personal Auto,Sports Car,806.4,VT96364,California,M,Bachelor,917517.19%,68164.0,119.0,1/2/00,222.582872,Personal Auto,Four-Door Car,BT78503,Oregon,2510.054168,High School or Below,M,0,73,0,Corporate Auto,525.6,Four-Door Car
BL90769,California,female,Bachelor,3347334.95%,33190.0,106.0,1/0/00,Personal Auto,SUV,508.8,DP92488,Washington,F,Doctor,272752.08%,74592.0,67.0,1/0/00,321.6,Personal Auto,Two-Door Car,EW13798,California,4014.453113,Doctor,F,37384,99,0,Personal Auto,475.2,Four-Door Car
CR57148,Oregon,female,Master,596058.14%,47945.0,74.0,1/0/00,Personal Auto,Two-Door Car,128.43823,VC54081,Oregon,F,College,944974.59%,0.0,63.0,1/0/00,117.744416,Special Auto,Four-Door Car,RO18530,Washington,2540.689797,Master,M,42557,65,0,Personal Auto,57.562324,Four-Door Car
CP85232,Arizona,M,College,4479546.94%,58778.0,126.0,1/0/00,Special Auto,SUV,302.033971,CE94751,California,M,College,456881.94%,0.0,70.0,1/1/00,524.836298,Personal Auto,Two-Door Car,AY18433,Washington,27382.81893,High School or Below,F,45473,76,0,Special Auto,188.938397,Two-Door Car
YL74732,California,female,High School or Below,383211.81%,15192.0,100.0,1/0/00,Personal Auto,SUV,480.0,VM85856,Oregon,F,Master,257402.04%,34990.0,65.0,1/0/00,42.689135,Personal Auto,Four-Door Car,CS29328,Nevada,4875.31604,Bachelor,M,10743,70,2,Personal Auto,336.0,Two-Door Car
FG16766,California,female,Bachelor,683793.26%,51859.0,171.0,1/0/00,Personal Auto,SUV,1003.160633,EH37385,Arizona,F,Master,878988.41%,22849.0,109.0,1/0/00,523.2,Personal Auto,Sports Car,QL75176,Oregon,12324.2654,High School or Below,F,0,113,0,Personal Auto,813.6,Four-Door Car
NV55438,Nevada,female,High School or Below,528526.82%,23422.0,72.0,1/0/00,Personal Auto,Two-Door Car,518.4,FI45719,Arizona,M,Doctor,250740.78%,32893.0,63.0,1/0/00,174.086385,Personal Auto,Four-Door Car,IO25161,Arizona,2280.386988,College,F,0,61,0,Personal Auto,283.881697,Four-Door Car
RM10880,California,female,College,309651.12%,21604.0,79.0,1/0/00,Corporate Auto,Four-Door Car,379.2,SB79528,Oregon,M,College,252241.46%,0.0,73.0,1/0/00,350.4,Corporate Auto,Two-Door Car,FA82777,Arizona,4165.994433,High School or Below,F,0,64,3,Personal Auto,575.890362,Four-Door Car
GL56175,Arizona,M,College,358971.07%,79298.0,90.0,1/0/00,Personal Auto,Four-Door Car,244.362072,WH81461,Nevada,M,College,754271.40%,0.0,111.0,1/0/00,1186.972445,Personal Auto,SUV,GR49281,California,4974.801539,Bachelor,M,75644,65,3,Personal Auto,467.803638,Two-Door Car
UK52289,Arizona,female,Bachelor,258240.85%,76731.0,64.0,1/0/00,Special Auto,Four-Door Car,201.455005,UD47050,Oregon,M,High School or Below,600521.48%,26876.0,76.0,1/0/00,364.8,Corporate Auto,Four-Door Car,ZW19492,Oregon,2404.917967,Bachelor,M,63455,61,0,Personal Auto,287.654819,Two-Door Car
OT85112,Washington,M,College,340391.94%,38460.0,88.0,1/1/00,Personal Auto,Four-Door Car,91.55098,XZ17273,Nevada,M,Bachelor,2099825.95%,71663.0,74.0,1/0/00,84.494022,Corporate Auto,Four-Door Car,UW88168,Oregon,3032.816016,Bachelor,M,73782,76,0,Special Auto,111.622054,Four-Door Car
BC62782,Arizona,F,College,1357567.60%,48534.0,115.0,1/1/00,Personal Auto,SUV,552.0,XR97812,California,M,College,234508.45%,0.0,69.0,1/0/00,331.2,Personal Auto,Four-Door Car,XX53620,Oregon,2891.272351,Bachelor,F,80590,71,0,Corporate Auto,134.158389,Four-Door Car
TI19722,Washington,M,Doctor,343613.43%,30817.0,88.0,1/0/00,Corporate Auto,Four-Door Car,91.834668,BW88060,California,F,High School or Below,878316.54%,16994.0,112.0,1/0/00,806.4,Personal Auto,SUV,IM90123,California,15261.41386,Bachelor,F,59797,127,0,Personal Auto,609.6,SUV
JP30654,Oregon,F,College,2868582.79%,48412.0,104.0,1/0/00,Personal Auto,SUV,707.430832,CP32818,Oregon,M,Bachelor,452996.54%,64270.0,117.0,1/0/00,46.104534,Personal Auto,Sports Car,BE33446,Arizona,5015.009472,Bachelor,F,48567,130,0,Personal Auto,624.0,SUV
UM45563,Washington,M,Bachelor,450267.97%,68798.0,114.0,1/0/00,Personal Auto,SUV,92.915251,CM52565,Nevada,F,High School or Below,603322.24%,0.0,83.0,1/0/00,597.6,Corporate Auto,Four-Door Car,YW11227,California,5325.394799,Bachelor,M,62470,66,0,Personal Auto,243.766542,Two-Door Car
EN60878,Oregon,M,Bachelor,618311.15%,23712.0,85.0,1/0/00,Personal Auto,Four-Door Car,376.126419,YP40334,Oregon,F,Doctor,530824.70%,0.0,145.0,1/0/00,358.765757,Personal Auto,SUV,UF32671,Washington,5291.395332,College,F,57338,66,0,Personal Auto,316.8,Four-Door Car
JF36291,California,M,College,387364.70%,28142.0,105.0,1/0/00,Personal Auto,Sports Car,701.708239,KD63998,California,M,College,267473.07%,56342.0,69.0,1/0/00,331.2,Personal Auto,Four-Door Car,ZW10467,Arizona,16107.19004,High School or Below,F,63288,199,0,Personal Auto,558.433218,Luxury Car
BK59444,California,F,Master,1892933.06%,72196.0,68.0,1/0/00,Personal Auto,Four-Door Car,152.184244,VC77127,California,F,High School or Below,492980.75%,0.0,70.0,1/0/00,837.438442,Personal Auto,Four-Door Car,KK95092,Arizona,7605.637524,Bachelor,M,55281,192,1,Personal Auto,921.6,Luxury SUV
MK70700,California,M,Master,555329.58%,68197.0,69.0,1/0/00,Personal Auto,Four-Door Car,176.819414,AM30008,California,M,High School or Below,1413112.13%,28327.0,185.0,1/0/00,888.0,Personal Auto,Luxury Car,HZ43637,Arizona,3065.365332,College,F,22985,77,0,Special Auto,458.056054,Four-Door Car
IW71076,California,M,Bachelor,501125.92%,75248.0,63.0,1/0/00,Corporate Auto,Four-Door Car,104.454624,PC83755,Oregon,M,High School or Below,247152.84%,95697.0,61.0,1/0/00,114.273025,Personal Auto,Two-Door Car,FY82691,California,6245.575806,College,F,39608,78,1,Corporate Auto,22.961216,Four-Door Car
AP98768,California,F,College,1044244.63%,0.0,98.0,1/0/00,Personal Auto,Four-Door Car,941.718054,XS22323,Arizona,M,High School or Below,600521.48%,26876.0,76.0,1/0/00,364.8,Personal Auto,Four-Door Car,SO40738,California,9406.381948,High School or Below,F,99189,117,0,Corporate Auto,75.302707,SUV
OM24164,Nevada,M,Bachelor,219961.78%,0.0,65.0,1/1/00,Personal Auto,Two-Door Car,468.0,ST27958,Washington,M,College,438627.76%,10621.0,67.0,1/0/00,321.6,Personal Auto,Four-Door Car,MB83471,Oregon,7815.46882,High School or Below,M,0,112,0,Personal Auto,574.102379,Four-Door Car
HR85211,Washington,female,Master,512317.09%,89879.0,63.0,1/0/00,Personal Auto,Two-Door Car,94.030308,BH23017,Nevada,F,Bachelor,1911656.81%,0.0,61.0,1/0/00,657.808231,Personal Auto,Two-Door Car,GA63091,California,9747.99401,College,M,0,92,0,Personal Auto,514.360634,Four-Door Car
VC87846,Oregon,M,High School or Below,748431.05%,46998.0,96.0,1/0/00,Corporate Auto,Four-Door Car,460.8,OD18225,California,M,College,663166.55%,32918.0,84.0,1/0/00,403.2,Personal Auto,Four-Door Car,AU75025,Oregon,4686.469674,College,M,58089,118,0,Personal Auto,566.4,SUV
ZM92052,Oregon,M,Bachelor,261302.31%,57099.0,67.0,1/0/00,Personal Auto,Two-Door Car,67.859881,VE31507,Oregon,F,High School or Below,743229.99%,0.0,71.0,1/0/00,447.333545,Personal Auto,Four-Door Car,XF15789,Arizona,8869.619888,College,F,81350,110,0,Personal Auto,228.185834,SUV
ON73702,Arizona,F,Bachelor,908063.97%,33897.0,114.0,1/0/00,Corporate Auto,SUV,539.843003,NR18672,Nevada,M,High School or Below,292811.51%,63127.0,74.0,1/1/00,174.292234,Personal Auto,Two-Door Car,SH13204,California,4741.808942,High School or Below,F,0,65,0,Personal Auto,731.289267,Two-Door Car
QQ90441,Nevada,F,High School or Below,1377097.62%,59207.0,116.0,1/0/00,Personal Auto,Four-Door Car,556.8,DM76654,California,M,College,4661187.38%,22022.0,136.0,1/0/00,979.2,Personal Auto,SUV,FX48006,Oregon,24178.68478,College,M,43704,201,0,Personal Auto,1064.482165,Luxury SUV
HU35721,Oregon,M,High School or Below,287682.29%,40171.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4,YY11432,Oregon,F,High School or Below,1651500.93%,51725.0,138.0,1/1/00,159.004261,Personal Auto,SUV,HS69837,Oregon,7951.777533,College,M,75497,100,0,Personal Auto,71.773341,SUV
YP47665,Washington,M,Doctor,540891.15%,80192.0,67.0,1/0/00,Personal Auto,Four-Door Car,95.193157,GK67747,Washington,M,College,438627.76%,10621.0,67.0,1/0/00,321.6,Special Auto,Four-Door Car,GL49408,California,6762.082924,Doctor,M,40372,85,0,Corporate Auto,76.975713,Four-Door Car
FU99476,Washington,M,High School or Below,677030.68%,74422.0,85.0,1/1/00,Personal Auto,Four-Door Car,95.338505,XA75063,Oregon,F,College,1021356.34%,39719.0,131.0,1/0/00,628.8,Personal Auto,Sports Car,PK51938,Oregon,3044.78946,College,F,17489,85,0,Corporate Auto,587.689075,Four-Door Car
AG85615,Oregon,M,College,2414387.56%,0.0,87.0,1/0/00,Special Auto,Four-Door Car,626.4,PQ13422,Nevada,M,College,1004928.59%,58194.0,84.0,1/0/00,450.996589,Personal Auto,Four-Door Car,JE62426,Arizona,5908.16294,High School or Below,F,86277,74,0,Personal Auto,212.039619,Four-Door Car
OY74069,Arizona,F,College,353805.95%,0.0,67.0,1/5/00,Personal Auto,Four-Door Car,321.6,NA89685,Oregon,M,College,574614.83%,61990.0,72.0,1/0/00,48.884434,Personal Auto,Four-Door Car,IA31850,Arizona,4574.547243,College,F,0,63,0,Personal Auto,453.6,Four-Door Car
DJ91267,Nevada,F,Bachelor,2909123.94%,34226.0,244.0,1/0/00,Personal Auto,Luxury SUV,494.395024,AL35726,Oregon,F,College,374675.16%,41479.0,94.0,1/1/00,19.575683,Personal Auto,Two-Door Car,PP50567,California,8377.499751,Bachelor,M,0,74,0,Corporate Auto,355.2,Four-Door Car
KB72438,California,F,High School or Below,1983420.12%,65989.0,123.0,1/1/00,Personal Auto,SUV,115.545086,WO70078,Oregon,F,Bachelor,748606.84%,97899.0,95.0,1/3/00,3.772105,Personal Auto,Four-Door Car,CS26667,Washington,22332.43946,College,M,49078,97,0,Special Auto,484.013411,Four-Door Car
TR67616,Oregon,M,High School or Below,473136.70%,30686.0,61.0,1/0/00,Corporate Auto,Four-Door Car,19.938981,CA56041,Nevada,F,College,912006.52%,63878.0,113.0,1/0/00,370.285349,Personal Auto,SUV,UF73578,California,5838.89915,High School or Below,M,81082,73,0,Personal Auto,281.295903,Four-Door Car
GF65731,California,F,Master,3553784.60%,0.0,113.0,1/0/00,Personal Auto,Sports Car,799.926741,HI41970,Oregon,F,High School or Below,567804.67%,68671.0,70.0,1/0/00,8.076879,Special Auto,Two-Door Car,MY23958,California,7577.065297,Bachelor,M,0,116,2,Personal Auto,835.2,Sports Car
HB67642,Arizona,F,High School or Below,3461137.90%,20090.0,109.0,1/0/00,Personal Auto,Sports Car,523.2,AU46443,Nevada,F,Bachelor,751708.38%,0.0,102.0,1/0/00,1178.995926,Personal Auto,SUV,OP75571,Arizona,8012.841201,College,F,40635,102,0,Personal Auto,489.6,SUV
DP84567,California,M,High School or Below,2021630.88%,0.0,183.0,1/0/00,Personal Auto,Luxury SUV,878.4,WC35554,Oregon,M,College,453053.07%,34640.0,117.0,1/2/00,466.318191,Personal Auto,Sports Car,SI60881,Oregon,9217.978125,Bachelor,F,26351,119,0,Personal Auto,571.2,SUV
VV77534,Oregon,M,College,1397651.93%,77094.0,176.0,1/0/00,Personal Auto,SUV,444.470676,JR10216,California,F,Bachelor,269138.06%,21959.0,71.0,1/0/00,340.8,Corporate Auto,Four-Door Car,DQ15807,Oregon,2749.189304,High School or Below,M,0,80,0,Personal Auto,824.487259,Four-Door Car
GL67540,California,F,College,590408.82%,97413.0,73.0,1/0/00,Personal Auto,Four-Door Car,268.819985,OH11674,Arizona,F,Bachelor,806862.39%,51584.0,69.0,1/2/00,368.919773,Corporate Auto,Two-Door Car,WU15684,Nevada,3588.87609,College,F,42836,89,0,Corporate Auto,244.580023,Four-Door Car
SV50502,Oregon,F,Master,559583.50%,79189.0,69.0,1/0/00,Corporate Auto,Four-Door Car,331.2,US85318,Oregon,F,Bachelor,247857.67%,65744.0,62.0,1/0/00,166.507217,Corporate Auto,Four-Door Car,KR17533,Oregon,3954.538361,Doctor,M,40175,102,1,Personal Auto,154.721555,SUV
UK59698,California,F,High School or Below,229430.36%,0.0,62.0,1/0/00,Personal Auto,Two-Door Car,297.6,FS19862,Arizona,F,Bachelor,911204.15%,25198.0,118.0,1/0/00,566.4,Personal Auto,SUV,IM98086,California,3230.576665,College,M,62873,81,0,Personal Auto,207.75186,Four-Door Car
OA57352,Arizona,F,College,627391.19%,18577.0,86.0,1/0/00,Personal Auto,Four-Door Car,412.8,ZP80713,Arizona,F,Master,277244.13%,79663.0,69.0,1/0/00,263.957201,Personal Auto,Two-Door Car,XY48850,Nevada,5158.648497,High School or Below,F,0,74,0,Personal Auto,588.936956,Two-Door Car
ZF84449,Oregon,F,College,372672.80%,0.0,112.0,1/1/00,Special Auto,Sports Car,806.4,OK50159,Arizona,F,Bachelor,430579.32%,31071.0,111.0,1/2/00,215.23091,Personal Auto,Sports Car,YT25875,California,2776.582901,College,F,50985,71,0,Personal Auto,307.68931,Two-Door Car
AX86150,Washington,M,High School or Below,265671.31%,62777.0,67.0,1/0/00,Personal Auto,Two-Door Car,101.288069,TP54769,California,F,Bachelor,510335.76%,39452.0,131.0,1/0/00,398.190882,Corporate Auto,SUV,TL59568,Arizona,12836.00951,High School or Below,M,0,116,0,Personal Auto,835.2,Two-Door Car
HG39060,Oregon,Male,Bachelor,511068.08%,0.0,74.0,1/0/00,Corporate Auto,Four-Door Car,532.8,FS49381,Oregon,F,Bachelor,478496.05%,25813.0,61.0,1/0/00,205.332749,Personal Auto,Four-Door Car,UE52886,Arizona,28421.57022,Bachelor,M,42803,245,0,Personal Auto,889.288242,Luxury Car
EM29359,Nevada,Male,College,712659.65%,17483.0,183.0,1/0/00,Personal Auto,Luxury Car,1317.6,DQ79499,Oregon,F,Doctor,1054110.98%,59965.0,131.0,1/0/00,905.030448,Personal Auto,SUV,TM28833,Oregon,2276.392936,College,M,0,69,1,Personal Auto,624.980751,Two-Door Car
SF57173,Oregon,Male,Master,460163.41%,84394.0,114.0,1/0/00,Personal Auto,SUV,691.412378,VH31965,Washington,Male,Bachelor,528511.87%,40783.0,67.0,1/1/00,321.6,Personal Auto,Four-Door Car,SQ60915,Arizona,3895.961837,High School or Below,M,35970,98,0,Corporate Auto,470.4,Four-Door Car
OT47603,Oregon,Male,College,915523.97%,0.0,127.0,1/0/00,Personal Auto,Sports Car,804.811859,VO25602,Nevada,F,College,761084.05%,98701.0,94.0,1/0/00,79.615631,Personal Auto,Four-Door Car,GU42084,Arizona,4247.683347,Bachelor,M,44537,106,0,Corporate Auto,441.907057,Sports Car
SW31412,Oregon,F,College,1480805.62%,41440.0,62.0,1/1/00,Personal Auto,Four-Door Car,297.6,EP93369,Arizona,F,College,851052.59%,0.0,121.0,1/0/00,871.2,Personal Auto,Sports Car,ZH93283,Arizona,6005.847375,College,M,13528,86,0,Personal Auto,412.8,Four-Door Car
JS36322,Arizona,Male,High School or Below,890167.84%,0.0,136.0,1/1/00,Personal Auto,Sports Car,1090.86434,DQ45854,Oregon,F,College,1617294.05%,64388.0,68.0,1/0/00,12.394834,Personal Auto,Four-Door Car,WF51811,Arizona,2719.506996,College,F,14030,72,0,Personal Auto,345.6,Two-Door Car
RE81445,Oregon,F,College,573459.82%,98132.0,71.0,1/0/00,Personal Auto,Two-Door Car,50.587035,QG15661,Oregon,M,College,242549.48%,66841.0,62.0,1/0/00,123.436634,Personal Auto,Four-Door Car,RL51023,Arizona,4185.757242,College,M,0,64,0,Corporate Auto,492.644465,Four-Door Car
RM24280,Oregon,F,High School or Below,417769.70%,0.0,112.0,1/0/00,Personal Auto,Four-Door Car,537.6,YA80645,Oregon,F,High School or Below,289931.72%,33738.0,74.0,1/1/00,304.390472,Corporate Auto,Four-Door Car,NQ67659,Nevada,33473.34946,Bachelor,F,33190,106,0,Personal Auto,508.8,SUV
LC25393,California,Male,Bachelor,2777628.91%,88220.0,230.0,1/0/00,Personal Auto,Luxury Car,151.528482,TW16499,California,M,Bachelor,363305.40%,43334.0,95.0,1/2/00,614.367195,Corporate Auto,Two-Door Car,KI45566,Nevada,7331.508054,College,M,0,100,0,Personal Auto,61.580247,Sports Car
UX38930,Arizona,F,Master,1036434.75%,58327.0,129.0,1/0/00,Personal Auto,SUV,347.075948,UP97629,California,F,College,345715.42%,0.0,91.0,1/0/00,245.673365,Personal Auto,Four-Door Car,WB68229,Arizona,9320.284812,Bachelor,F,21033,118,0,Personal Auto,738.975495,Two-Door Car
HD95496,Oregon,Male,Master,785190.14%,25950.0,66.0,1/0/00,Personal Auto,Two-Door Car,271.697529,NU42684,Nevada,F,College,339472.03%,83431.0,84.0,1/0/00,403.2,Personal Auto,Four-Door Car,UF84144,Washington,3312.323945,College,M,26285,84,0,Corporate Auto,403.2,Four-Door Car
RX24650,Oregon,Male,High School or Below,477294.38%,20993.0,133.0,1/0/00,Corporate Auto,SUV,638.4,EM85557,Washington,F,College,802106.71%,54292.0,67.0,1/0/00,321.6,Personal Auto,Four-Door Car,ZH28312,California,5560.278162,Bachelor,F,0,74,0,Corporate Auto,65.953005,Four-Door Car
DW19309,Oregon,Male,High School or Below,1422650.49%,65726.0,177.0,1/0/00,Corporate Auto,SUV,849.6,BM69818,Oregon,M,Bachelor,584152.81%,0.0,79.0,1/0/00,379.2,Personal Auto,Four-Door Car,GK48045,Washington,8214.602384,College,F,73245,68,0,Personal Auto,305.121363,Four-Door Car
MT41386,Washington,M,Bachelors,287543.24%,84768.0,72.0,1/0/00,Personal Auto,Two-Door Car,110.484661,HK15299,California,M,High School or Below,547985.42%,38210.0,69.0,1/0/00,383.043363,Personal Auto,Four-Door Car,HZ67642,California,8647.139152,Bachelor,M,0,119,0,Personal Auto,244.816163,SUV
WZ40465,Washington,F,Bachelor,504129.96%,36234.0,63.0,1/0/00,Personal Auto,Four-Door Car,113.534474,NP88496,Nevada,F,High School or Below,2045524.95%,0.0,67.0,1/0/00,482.4,Personal Auto,Four-Door Car,HE12295,California,4446.738622,High School or Below,M,0,61,0,Personal Auto,616.279356,Four-Door Car
DB42794,California,Male,College,436293.12%,58842.0,110.0,1/0/00,Personal Auto,Four-Door Car,528.0,SB99002,Oregon,F,Bachelor,831912.30%,49734.0,69.0,1/0/00,154.748539,Corporate Auto,Four-Door Car,XL66550,Oregon,7769.841954,Bachelor,M,74365,193,0,Corporate Auto,926.4,Luxury Car
JB50798,Oregon,F,Master,962452.44%,25629.0,124.0,1/2/00,Corporate Auto,Sports Car,595.2,ZH42145,Washington,F,High School or Below,258286.23%,50148.0,65.0,1/0/00,323.485239,Corporate Auto,Four-Door Car,AL27471,Oregon,3911.118202,Doctor,M,30821,97,0,Personal Auto,451.319227,Four-Door Car
IP69763,Washington,F,College,2191440.55%,77311.0,181.0,1/0/00,Personal Auto,SUV,113.609508,JG30837,Oregon,M,College,416379.34%,11689.0,117.0,1/0/00,561.6,Corporate Auto,SUV,NG94479,Arizona,2731.520409,High School or Below,F,69844,68,0,Corporate Auto,184.379697,Four-Door Car
TE35785,California,Male,Doctor,694842.22%,0.0,196.0,1/2/00,Personal Auto,Luxury SUV,1337.063487,AC22873,Arizona,F,High School or Below,485310.03%,17120.0,125.0,1/0/00,717.285949,Special Auto,SUV,WR58220,Oregon,8401.788653,Bachelor,M,0,124,0,Personal Auto,595.2,SUV
HX74855,Washington,M,High School or Below,247152.84%,95697.0,61.0,1/0/00,Personal Auto,Two-Door Car,114.273025,RO85831,Oregon,M,High School or Below,753169.73%,82157.0,188.0,1/0/00,1353.6,Corporate Auto,Luxury Car,RT64920,Oregon,5875.038074,Master,M,55836,73,0,Personal Auto,314.936185,Four-Door Car
QN65180,Oregon,F,Bachelor,2190391.36%,22254.0,79.0,1/0/00,Personal Auto,Four-Door Car,125.194389,NN65845,Washington,F,Bachelors,258593.70%,21603.0,68.0,1/2/00,326.4,Personal Auto,Four-Door Car,IR58695,Oregon,6188.379423,High School or Below,M,40352,77,0,Corporate Auto,406.367233,Four-Door Car
GE47180,Nevada,Male,High School or Below,902882.14%,65974.0,113.0,1/0/00,Personal Auto,Sports Car,235.220971,RZ27571,Washington,F,Bachelor,269596.39%,25544.0,68.0,1/0/00,326.4,Personal Auto,Four-Door Car,AS93181,Arizona,4506.577736,Bachelor,F,14985,116,0,Personal Auto,571.319514,Sports Car
VQ38776,Oregon,F,College,530375.95%,0.0,76.0,1/0/00,Personal Auto,Four-Door Car,395.34111,GH31557,California,M,High School or Below,268458.16%,98121.0,67.0,1/0/00,383.655742,Personal Auto,Two-Door Car,ML23548,Arizona,10548.53703,Doctor,F,27458,131,1,Personal Auto,730.373515,Sports Car
BH86846,Washington,M,High School or Below,2070825.88%,92079.0,65.0,1/1/00,Corporate Auto,Four-Door Car,114.798771,MK73855,Washington,F,High School or Below,810936.46%,32314.0,68.0,1/0/00,326.4,Personal Auto,Four-Door Car,PU71194,Oregon,35203.57475,Bachelor,F,56343,295,0,Personal Auto,1612.962321,Luxury Car
IN17648,Nevada,Male,High School or Below,512376.81%,0.0,74.0,1/0/00,Personal Auto,Two-Door Car,772.798511,IO27771,Oregon,F,College,903665.76%,89382.0,112.0,1/0/00,573.990258,Corporate Auto,Four-Door Car,QT46430,California,8193.750001,College,F,12780,111,2,Personal Auto,225.437098,Sports Car
DF95759,Oregon,Male,College,949234.30%,0.0,132.0,1/0/00,Personal Auto,SUV,633.6,HB99061,Arizona,F,High School or Below,535218.70%,97742.0,132.0,1/0/00,199.590599,Corporate Auto,SUV,WP83694,California,5313.436344,Bachelor,F,68558,131,0,Personal Auto,280.903779,SUV
QG45324,Oregon,F,High School or Below,820486.32%,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4,HQ82089,Arizona,F,High School or Below,1188096.62%,0.0,114.0,1/0/00,820.8,Personal Auto,Four-Door Car,UE19977,California,4379.770178,College,F,47747,111,0,Personal Auto,165.588524,Two-Door Car
MN61620,Arizona,F,College,987729.57%,67752.0,131.0,1/4/00,Personal Auto,Sports Car,168.517149,JN72184,Oregon,M,College,255709.43%,0.0,73.0,1/0/00,525.6,Corporate Auto,Four-Door Car,WC83942,Oregon,20885.55547,Bachelor,M,16113,81,0,Corporate Auto,494.890996,Four-Door Car
YH86390,California,F,Bachelor,481500.97%,25398.0,64.0,1/0/00,Corporate Auto,Four-Door Car,307.2,WQ46946,California,F,College,791482.31%,77153.0,99.0,1/1/00,355.641958,Personal Auto,Four-Door Car,HZ62410,Oregon,2771.963072,Bachelor,M,0,79,0,Personal Auto,379.2,Four-Door Car
